no,gender,age,height,weight,bmi,griffith,thermal sensation,thermal preference,thermal acceptance,room,co2,air_speed,season,date,time,ta,hr
6,0,24,160,50,19.53,2.66,-1,1,1,202,471,0.06,winter,2019/1/21,8:40:00,21.6,13
6,0,24,160,50,19.53,2.66,-1,1,1,202,674,0.03,winter,2019/1/21,9:00:00,23.6,13
6,0,24,160,50,19.53,2.66,0,1,1,202,879,0.03,winter,2019/1/21,9:30:00,24.7,13
6,0,24,160,50,19.53,2.66,0,0,1,202,845,0.02,winter,2019/1/21,10:00:00,25.9,11
6,0,24,160,50,19.53,2.66,0,1,1,202,870,0.02,winter,2019/1/21,10:30:00,26.4,11
6,0,24,160,50,19.53,2.66,0,1,1,202,935,0.02,winter,2019/1/21,11:00:00,27.1,11
6,0,24,160,50,19.53,2.66,0,1,1,202,1005,0.01,winter,2019/1/21,11:30:00,27.2,12
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,12:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,14:10:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,14:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,15:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,15:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,16:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,16:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,17:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/21,17:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,8:40:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,9:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,9:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,10:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,10:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,11:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,11:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,12:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,14:10:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,14:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,15:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,15:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,16:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,16:30:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,17:00:00,27.6,11
6,0,24,160,50,19.53,2.66,0,1,1,202,924,0.02,winter,2019/1/22,17:30:00,27.6,11
6,0,24,160,50,19.53,2.66,-2,1,-1,202,530,0.02,winter,2019/1/23,8:40:00,22.2,14
6,0,24,160,50,19.53,2.66,-1,1,1,202,606,0.01,winter,2019/1/23,9:00:00,23.5,14
6,0,24,160,50,19.53,2.66,0,0,1,202,781,0,winter,2019/1/23,9:30:00,25.5,13
6,0,24,160,50,19.53,2.66,0,0,1,202,895,0.01,winter,2019/1/23,10:00:00,26.3,13
6,0,24,160,50,19.53,2.66,0,0,1,202,920,0.02,winter,2019/1/23,10:30:00,26.5,13
6,0,24,160,50,19.53,2.66,0,0,1,202,984,0.04,winter,2019/1/23,11:00:00,27.1,13
6,0,24,160,50,19.53,2.66,1,-1,-1,202,1023,0.01,winter,2019/1/23,11:30:00,27.1,14
6,0,24,160,50,19.53,2.66,1,-1,-1,202,1322,0.01,winter,2019/1/23,12:00:00,27.2,15
6,0,24,160,50,19.53,2.66,1,-1,-1,202,1322,0.01,winter,2019/1/23,14:10:00,27.2,15
6,0,24,160,50,19.53,2.66,1,0,1,202,522,0.05,winter,2019/1/23,14:30:00,23.5,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/23,15:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/23,15:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/23,16:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/23,16:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/23,17:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/23,17:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,8:40:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,9:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,9:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,10:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,10:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,11:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,11:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,12:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,14:10:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,14:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,15:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,15:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,16:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,16:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,17:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/24,17:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,8:40:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,9:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,9:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,10:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,10:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,11:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,11:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,12:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,14:10:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,14:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,15:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,15:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,16:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,16:30:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,17:00:00,23.6,12
6,0,24,160,50,19.53,2.66,-1,1,1,202,510,0.07,winter,2019/1/25,17:30:00,23.6,12
7,0,24,162,53,20.2,1.9,-1,1,1,217,510,0.07,winter,2019/1/7,8:40:00,23.6,12
7,0,24,162,53,20.2,1.9,-1,1,1,217,510,0.07,winter,2019/1/7,9:00:00,23.6,12
7,0,24,162,53,20.2,1.9,0,0,1,217,908,0.07,winter,2019/1/7,9:30:00,23,19
7,0,24,162,53,20.2,1.9,0,0,1,217,994,0.07,winter,2019/1/7,10:00:00,24.3,18
7,0,24,162,53,20.2,1.9,0.5,0,1,217,1021,0.07,winter,2019/1/7,10:30:00,25.1,17
7,0,24,162,53,20.2,1.9,1.5,0,1,217,1060,0.07,winter,2019/1/7,11:00:00,25.7,16
7,0,24,162,53,20.2,1.9,2,-1,1,217,1084,0.07,winter,2019/1/7,11:30:00,26,16
7,0,24,162,53,20.2,1.9,2,-1,1,217,1067,0.07,winter,2019/1/7,12:00:00,26.6,15
7,0,24,162,53,20.2,1.9,2.5,-1,-1,217,954,0.07,winter,2019/1/7,14:10:00,26.6,11
7,0,24,162,53,20.2,1.9,2.5,-1,-1,217,973,0.07,winter,2019/1/7,14:30:00,27.7,12
7,0,24,162,53,20.2,1.9,2,-1,-1,217,989,0.07,winter,2019/1/7,15:00:00,27.3,13
7,0,24,162,53,20.2,1.9,2,-1,-1,217,1138,0.07,winter,2019/1/7,15:30:00,27.2,13
7,0,24,162,53,20.2,1.9,2,-1,-1,217,1262,0.07,winter,2019/1/7,16:00:00,27.5,14
7,0,24,162,53,20.2,1.9,2,-1,-1,217,1221,0.07,winter,2019/1/7,16:30:00,27.4,14
7,0,24,162,53,20.2,1.9,1,-1,1,217,1174,0.07,winter,2019/1/7,17:00:00,26.9,15
7,0,24,162,53,20.2,1.9,1,-1,1,217,1195,0.07,winter,2019/1/7,17:30:00,26.3,15
7,0,24,162,53,20.2,1.9,1,0,-1,217,704,0.07,winter,2019/1/8,8:40:00,21.9,16
7,0,24,162,53,20.2,1.9,0,0,1,217,921,0.07,winter,2019/1/8,9:00:00,23.5,16
7,0,24,162,53,20.2,1.9,0,0,1,217,948,0.07,winter,2019/1/8,9:30:00,24.8,15
7,0,24,162,53,20.2,1.9,0.5,-1,1,217,1030,0.07,winter,2019/1/8,10:00:00,25.8,14
7,0,24,162,53,20.2,1.9,0,0,1,217,1038,0.07,winter,2019/1/8,10:30:00,26.2,13
7,0,24,162,53,20.2,1.9,0,0,1,217,1090,0.07,winter,2019/1/8,11:00:00,26.9,14
7,0,24,162,53,20.2,1.9,1,-1,1,217,1097,0.07,winter,2019/1/8,11:30:00,27.1,14
7,0,24,162,53,20.2,1.9,0.5,0,1,217,1073,0.07,winter,2019/1/8,12:00:00,27.3,13
7,0,24,162,53,20.2,1.9,0,0,1,217,900,0.07,winter,2019/1/8,14:10:00,26.1,11
7,0,24,162,53,20.2,1.9,0.9,-1,-1,217,811,0.07,winter,2019/1/8,14:30:00,27,11
7,0,24,162,53,20.2,1.9,2,-1,-1,217,891,0.07,winter,2019/1/8,15:00:00,27.4,12
7,0,24,162,53,20.2,1.9,2.5,-1,-1,217,966,0.07,winter,2019/1/8,15:30:00,26.7,12
7,0,24,162,53,20.2,1.9,2,-1,-1,217,1069,0.07,winter,2019/1/8,16:00:00,26.4,13
7,0,24,162,53,20.2,1.9,0.5,0,1,217,1119,0.07,winter,2019/1/8,16:30:00,25.9,14
7,0,24,162,53,20.2,1.9,0,0,1,217,1179,0.07,winter,2019/1/8,17:00:00,25.6,14
7,0,24,162,53,20.2,1.9,0.5,0,1,217,1154,0.07,winter,2019/1/8,17:30:00,25.4,15
7,0,24,162,53,20.2,1.9,0,0,1,217,617,0.07,winter,2019/1/9,8:40:00,16.6,15
7,0,24,162,53,20.2,1.9,-1,1,1,217,810,0.07,winter,2019/1/9,9:00:00,19.2,17
7,0,24,162,53,20.2,1.9,-1,1,1,217,956,0.07,winter,2019/1/9,9:30:00,21.8,16
7,0,24,162,53,20.2,1.9,-0.5,0,1,217,987,0.07,winter,2019/1/9,10:00:00,23.2,14
7,0,24,162,53,20.2,1.9,-0.5,1,1,217,1056,0.07,winter,2019/1/9,10:30:00,23.9,15
7,0,24,162,53,20.2,1.9,-0.5,1,1,217,1047,0.07,winter,2019/1/9,11:00:00,24.5,14
7,0,24,162,53,20.2,1.9,0.1,0,1,217,1026,0.07,winter,2019/1/9,11:30:00,25,14
7,0,24,162,53,20.2,1.9,0.5,0,1,217,1034,0.07,winter,2019/1/9,12:00:00,25.6,14
7,0,24,162,53,20.2,1.9,0.5,-1,1,217,1156,0.07,winter,2019/1/9,14:10:00,26,12
7,0,24,162,53,20.2,1.9,0,0,1,217,1032,0.07,winter,2019/1/9,14:30:00,26.5,14
7,0,24,162,53,20.2,1.9,1,-1,1,217,1020,0.07,winter,2019/1/9,15:00:00,26.8,14
7,0,24,162,53,20.2,1.9,1,-1,1,217,995,0.07,winter,2019/1/9,15:30:00,26.9,13
7,0,24,162,53,20.2,1.9,0.9,-1,-1,217,1048,0.07,winter,2019/1/9,16:00:00,27.1,14
7,0,24,162,53,20.2,1.9,2.5,-1,-1,217,980,0.07,winter,2019/1/9,16:30:00,27.2,14
7,0,24,162,53,20.2,1.9,2,-1,1,217,960,0.07,winter,2019/1/9,17:00:00,27.3,14
7,0,24,162,53,20.2,1.9,0.5,0,1,217,1064,0.07,winter,2019/1/9,17:30:00,27.5,14
7,0,24,162,53,20.2,1.9,-2,1,-1,217,990,0.07,winter,2019/1/11,8:40:00,9.5,10
7,0,24,162,53,20.2,1.9,-2,1,-1,217,944,0.07,winter,2019/1/11,9:00:00,15.8,29
7,0,24,162,53,20.2,1.9,-2.5,1,-1,217,1004,0.07,winter,2019/1/11,9:30:00,18.2,27
7,0,24,162,53,20.2,1.9,-2,1,-1,217,1124,0.07,winter,2019/1/11,10:00:00,19.7,26
7,0,24,162,53,20.2,1.9,-1,1,-1,217,1230,0.07,winter,2019/1/11,10:30:00,23,22
7,0,24,162,53,20.2,1.9,-0.5,1,-1,217,1189,0.07,winter,2019/1/11,11:00:00,24.7,19
7,0,24,162,53,20.2,1.9,-1,1,-1,217,1216,0.07,winter,2019/1/11,11:30:00,24.9,19
7,0,24,162,53,20.2,1.9,-0.6,0,1,217,1382,0.07,winter,2019/1/11,12:00:00,24.7,21
7,0,24,162,53,20.2,1.9,1,0,1,217,1357,0.07,winter,2019/1/11,14:10:00,24.8,19
7,0,24,162,53,20.2,1.9,1,-1,1,217,1118,0.07,winter,2019/1/11,14:30:00,25.9,19
7,0,24,162,53,20.2,1.9,1,0,1,217,1363,0.07,winter,2019/1/11,15:00:00,26.2,19
7,0,24,162,53,20.2,1.9,2,-1,-1,217,1288,0.07,winter,2019/1/11,15:30:00,26.7,19
7,0,24,162,53,20.2,1.9,2.5,-1,-1,217,1364,0.07,winter,2019/1/11,16:00:00,27.2,19
7,0,24,162,53,20.2,1.9,2.5,-1,-1,217,1364,0.07,winter,2019/1/11,16:30:00,26.7,16
7,0,24,162,53,20.2,1.9,2.5,-1,-1,217,1364,0.07,winter,2019/1/11,17:00:00,26.7,16
7,0,24,162,53,20.2,1.9,2.5,-1,-1,217,1364,0.07,winter,2019/1/11,17:30:00,27.1,18
8,0,24,162,53,20.2,4.13,2.5,-1,-1,217,1364,0.07,winter,2019/1/7,8:40:00,27.2,19
8,0,22,170,53,18.34,4.13,-0.5,1,1,217,700,0.07,winter,2019/1/7,9:00:00,20.5,20
8,0,22,170,53,18.34,4.13,0,0,1,217,861,0.07,winter,2019/1/7,9:30:00,23,18
8,0,22,170,53,18.34,4.13,0,0,1,217,901,0.07,winter,2019/1/7,10:00:00,24.3,17
8,0,22,170,53,18.34,4.13,0,0,1,217,958,0.07,winter,2019/1/7,10:30:00,25.1,16
8,0,22,170,53,18.34,4.13,0.2,0,1,217,967,0.07,winter,2019/1/7,11:00:00,25.7,15
8,0,22,170,53,18.34,4.13,0.5,0,1,217,946,0.07,winter,2019/1/7,11:30:00,26.2,14
8,0,22,170,53,18.34,4.13,0.8,-1,1,217,991,0.07,winter,2019/1/7,12:00:00,26.7,14
8,0,22,170,53,18.34,4.13,0,0,1,217,668,0.07,winter,2019/1/7,14:10:00,25.6,11
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,826,0.07,winter,2019/1/7,14:30:00,26.5,12
8,0,22,170,53,18.34,4.13,1,-1,1,217,852,0.07,winter,2019/1/7,15:00:00,26.5,12
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,893,0.07,winter,2019/1/7,15:30:00,26.5,12
8,0,22,170,53,18.34,4.13,0,0,1,217,992,0.07,winter,2019/1/7,16:00:00,26.6,12
8,0,22,170,53,18.34,4.13,0,0,1,217,947,0.07,winter,2019/1/7,16:30:00,26.8,12
8,0,22,170,53,18.34,4.13,0,0,1,217,1036,0.07,winter,2019/1/7,17:00:00,26.7,12
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,946,0.07,winter,2019/1/7,17:30:00,26.7,12
8,0,22,170,53,18.34,4.13,0,0,1,217,602,0.07,winter,2019/1/8,8:40:00,22.5,14
8,0,22,170,53,18.34,4.13,0,0,1,217,677,0.07,winter,2019/1/8,9:00:00,23.5,13
8,0,22,170,53,18.34,4.13,-0.5,0,1,217,863,0.07,winter,2019/1/8,9:30:00,24.5,13
8,0,22,170,53,18.34,4.13,0,0,1,217,848,0.07,winter,2019/1/8,10:00:00,25.4,12
8,0,22,170,53,18.34,4.13,0,0,1,217,922,0.07,winter,2019/1/8,10:30:00,25.8,13
8,0,22,170,53,18.34,4.13,0,0,1,217,919,0.07,winter,2019/1/8,11:00:00,26.2,12
8,0,22,170,53,18.34,4.13,0,0,1,217,908,0.07,winter,2019/1/8,11:30:00,26.6,12
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,881,0.07,winter,2019/1/8,12:00:00,26.8,12
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,881,0.07,winter,2019/1/8,14:10:00,26.8,12
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,881,0.07,winter,2019/1/8,14:30:00,26.8,12
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,881,0.07,winter,2019/1/8,15:00:00,26.8,12
8,0,22,170,53,18.34,4.13,0.2,0,1,217,704,0.07,winter,2019/1/8,15:30:00,26.5,11
8,0,22,170,53,18.34,4.13,0.5,0,1,217,877,0.07,winter,2019/1/8,16:00:00,26.6,11
8,0,22,170,53,18.34,4.13,0,0,1,217,897,0.07,winter,2019/1/8,16:30:00,26.5,11
8,0,22,170,53,18.34,4.13,0.5,0,1,217,910,0.07,winter,2019/1/8,17:00:00,26.3,11
8,0,22,170,53,18.34,4.13,0,0,1,217,1015,0.07,winter,2019/1/8,17:30:00,26.3,12
8,0,22,170,53,18.34,4.13,-1.5,1,-1,217,555,0.07,winter,2019/1/9,8:40:00,18.1,14
8,0,22,170,53,18.34,4.13,-1,1,1,217,649,0.07,winter,2019/1/9,9:00:00,19.7,16
8,0,22,170,53,18.34,4.13,-1,1,1,217,692,0.07,winter,2019/1/9,9:30:00,21.6,16
8,0,22,170,53,18.34,4.13,-0.5,0,1,217,822,0.07,winter,2019/1/9,10:00:00,22.7,14
8,0,22,170,53,18.34,4.13,-0.5,0,1,217,880,0.07,winter,2019/1/9,10:30:00,23.6,13
8,0,22,170,53,18.34,4.13,-0.3,0,1,217,865,0.07,winter,2019/1/9,11:00:00,24.2,13
8,0,22,170,53,18.34,4.13,-0.4,1,1,217,819,0.07,winter,2019/1/9,11:30:00,24.6,12
8,0,22,170,53,18.34,4.13,0,0,1,217,831,0.07,winter,2019/1/9,12:00:00,25.1,12
8,0,22,170,53,18.34,4.13,0,0,1,217,792,0.07,winter,2019/1/9,14:10:00,25.6,11
8,0,22,170,53,18.34,4.13,0,0,1,217,731,0.07,winter,2019/1/9,14:30:00,26,12
8,0,22,170,53,18.34,4.13,0,0,1,217,822,0.07,winter,2019/1/9,15:00:00,26.5,12
8,0,22,170,53,18.34,4.13,0,0,1,217,797,0.07,winter,2019/1/9,15:30:00,26.8,12
8,0,22,170,53,18.34,4.13,0.3,0,1,217,840,0.07,winter,2019/1/9,16:00:00,27.1,12
8,0,22,170,53,18.34,4.13,0.5,0,1,217,813,0.07,winter,2019/1/9,16:30:00,27,12
8,0,22,170,53,18.34,4.13,0.7,1,1,217,838,0.07,winter,2019/1/9,17:00:00,27.3,12
8,0,22,170,53,18.34,4.13,1,-1,1,217,860,0.07,winter,2019/1/9,17:30:00,27.5,12
8,0,22,170,53,18.34,4.13,-2,1,-1,217,489,0.07,winter,2019/1/10,8:40:00,15,19
8,0,22,170,53,18.34,4.13,-1.5,1,-1,217,555,0.07,winter,2019/1/10,9:00:00,16.7,20
8,0,22,170,53,18.34,4.13,-1,1,1,217,717,0.07,winter,2019/1/10,9:30:00,18.8,19
8,0,22,170,53,18.34,4.13,-0.5,1,1,217,770,0.07,winter,2019/1/10,10:00:00,20.1,19
8,0,22,170,53,18.34,4.13,-0.5,1,1,217,805,0.07,winter,2019/1/10,10:30:00,20.9,18
8,0,22,170,53,18.34,4.13,-0.5,1,1,217,835,0.07,winter,2019/1/10,11:00:00,21.4,18
8,0,22,170,53,18.34,4.13,-0.2,1,1,217,846,0.07,winter,2019/1/10,11:30:00,22,17
8,0,22,170,53,18.34,4.13,-0.2,0,1,217,836,0.07,winter,2019/1/10,12:00:00,22.4,16
8,0,22,170,53,18.34,4.13,0,0,1,217,836,0.07,winter,2019/1/10,14:10:00,23,14
8,0,22,170,53,18.34,4.13,0,0,1,217,660,0.07,winter,2019/1/10,14:30:00,23.5,14
8,0,22,170,53,18.34,4.13,0,0,1,217,710,0.07,winter,2019/1/10,15:00:00,23.8,14
8,0,22,170,53,18.34,4.13,0,0,1,217,776,0.07,winter,2019/1/10,15:30:00,24.2,14
8,0,22,170,53,18.34,4.13,0,0,1,217,784,0.07,winter,2019/1/10,16:00:00,24.3,14
8,0,22,170,53,18.34,4.13,0,0,1,217,794,0.07,winter,2019/1/10,16:30:00,24.8,17
8,0,22,170,53,18.34,4.13,0,0,1,217,791,0.07,winter,2019/1/10,17:00:00,24.7,14
8,0,22,170,53,18.34,4.13,0,0,1,217,773,0.07,winter,2019/1/10,17:30:00,25,14
8,0,22,170,53,18.34,4.13,-2.4,1,-1,217,530,0.07,winter,2019/1/11,8:40:00,13.9,24
8,0,22,170,53,18.34,4.13,-2,1,-1,217,700,0.07,winter,2019/1/11,9:00:00,16.9,23
8,0,22,170,53,18.34,4.13,-1,1,-1,217,780,0.07,winter,2019/1/11,9:30:00,19.1,22
8,0,22,170,53,18.34,4.13,-0.7,1,1,217,819,0.07,winter,2019/1/11,10:00:00,20.5,22
8,0,22,170,53,18.34,4.13,-0.5,0,1,217,867,0.07,winter,2019/1/11,10:30:00,21.6,21
8,0,22,170,53,18.34,4.13,-0.3,0,1,217,927,0.07,winter,2019/1/11,11:00:00,22.6,20
8,0,22,170,53,18.34,4.13,0,0,1,217,929,0.07,winter,2019/1/11,11:30:00,23.2,19
8,0,22,170,53,18.34,4.13,0,0,1,217,874,0.07,winter,2019/1/11,12:00:00,23.7,19
8,0,22,170,53,18.34,4.13,0,0,1,217,769,0.07,winter,2019/1/11,14:10:00,24.6,17
8,0,22,170,53,18.34,4.13,0.5,0,1,217,906,0.07,winter,2019/1/11,14:30:00,25.5,17
8,0,22,170,53,18.34,4.13,0.7,-1,1,217,948,0.07,winter,2019/1/11,15:00:00,25.8,17
8,0,22,170,53,18.34,4.13,0.9,-1,1,217,974,0.07,winter,2019/1/11,15:30:00,26.2,17
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,1002,0.07,winter,2019/1/11,16:00:00,26.6,17
8,0,22,170,53,18.34,4.13,1,-1,1,217,904,0.07,winter,2019/1/11,16:30:00,26.7,16
8,0,22,170,53,18.34,4.13,1,-1,1,217,870,0.07,winter,2019/1/11,17:00:00,26.7,16
8,0,22,170,53,18.34,4.13,1.2,-1,-1,217,1009,0.07,winter,2019/1/11,17:30:00,27.1,18
8,0,22,170,53,18.34,4.13,0,0,1,217,706,0.07,winter,2019/1/14,8:40:00,23.3,17
8,0,22,170,53,18.34,4.13,0,0,1,217,621,0.07,winter,2019/1/14,9:00:00,23.6,17
8,0,22,170,53,18.34,4.13,0,0,1,217,781,0.07,winter,2019/1/14,9:30:00,24.8,17
8,0,22,170,53,18.34,4.13,0,0,1,217,815,0.07,winter,2019/1/14,10:00:00,25.6,16
8,0,22,170,53,18.34,4.13,0,0,1,217,858,0.07,winter,2019/1/14,10:30:00,26,16
8,0,22,170,53,18.34,4.13,0,0,1,217,882,0.07,winter,2019/1/14,11:00:00,26.4,16
8,0,22,170,53,18.34,4.13,0.3,0,1,217,870,0.07,winter,2019/1/14,11:30:00,26.8,15
8,0,22,170,53,18.34,4.13,0,0,1,217,626,0.07,winter,2019/1/14,12:00:00,24.6,13
8,0,22,170,53,18.34,4.13,-0.5,1,1,217,505,0.07,winter,2019/1/14,14:10:00,19.6,17
8,0,22,170,53,18.34,4.13,-0.5,1,1,217,518,0.07,winter,2019/1/14,14:30:00,19.5,17
8,0,22,170,53,18.34,4.13,-0.5,1,1,217,534,0.07,winter,2019/1/14,15:00:00,19.6,17
8,0,22,170,53,18.34,4.13,-0.8,1,1,217,525,0.07,winter,2019/1/14,15:30:00,19.9,17
8,0,22,170,53,18.34,4.13,0,0,1,217,761,0.07,winter,2019/1/14,16:00:00,23.7,15
8,0,22,170,53,18.34,4.13,0,0,1,217,894,0.07,winter,2019/1/14,16:30:00,25,15
8,0,22,170,53,18.34,4.13,0.3,0,1,217,902,0.07,winter,2019/1/14,17:00:00,25.8,15
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,905,0.07,winter,2019/1/14,17:30:00,26.4,15
8,0,22,170,53,18.34,4.13,-2,1,-1,217,468,0.07,winter,2019/1/15,8:40:00,15.8,12
8,0,22,170,53,18.34,4.13,-1.7,1,-1,217,499,0.07,winter,2019/1/15,9:00:00,17.4,12
8,0,22,170,53,18.34,4.13,-2,1,-1,217,519,0.07,winter,2019/1/15,9:30:00,17.8,11
8,0,22,170,53,18.34,4.13,-0.5,1,1,217,589,0.07,winter,2019/1/15,10:00:00,20.9,13
8,0,22,170,53,18.34,4.13,-0.4,0,1,217,653,0.07,winter,2019/1/15,10:30:00,22.2,13
8,0,22,170,53,18.34,4.13,0,0,1,217,695,0.07,winter,2019/1/15,11:00:00,23.1,12
8,0,22,170,53,18.34,4.13,0,0,1,217,690,0.07,winter,2019/1/15,11:30:00,23.8,12
8,0,22,170,53,18.34,4.13,0,0,1,217,734,0.07,winter,2019/1/15,12:00:00,24.5,11
8,0,22,170,53,18.34,4.13,0.5,0,1,217,591,0.07,winter,2019/1/15,14:10:00,25.4,10
8,0,22,170,53,18.34,4.13,0.5,0,1,217,651,0.07,winter,2019/1/15,14:30:00,25.9,10
8,0,22,170,53,18.34,4.13,0.5,-1,1,217,646,0.07,winter,2019/1/15,15:00:00,26.1,9
