ta,hr,tsv
23.5,55.5,0
23.5,56,0
23.5,56.5,0
23.5,57,0
23.5,57.5,0
23.5,58,0
23.5,58.5,0
23.5,59,0
23.5,59.5,1
23.5,60,1
23.5,60.5,1
23.5,61,1
23.5,61.5,1
23.5,62,1
23.5,62.5,1
23.5,63,1
23.5,63.5,0
23.5,64,0
23.5,64.5,0
23.5,65,0
23.5,65.5,0
23.5,66,0
23.5,66.5,1
23.5,67,0
23.5,67.5,0
23.5,68,0
23.5,68.5,0
23.5,69,0
23.5,69.5,0
23.5,70,0
23.5,70.5,0
23.5,71,0
23.5,71.5,0
23.5,72,0
23.5,72.5,0
23.5,73,0
23.5,73.5,0
23.5,74,0
23.5,74.5,0
23.5,75,0
24,50,1
24,50.5,1
24,51,1
24,51.5,1
24,52,1
24,52.5,1
24,53,1
24,53.5,1
24,54,1
24,54.5,1
24,55,1
24,55.5,1
24,56,1
24,56.5,1
24,57,1
24,57.5,1
24,58,1
24,58.5,1
24,59,1
24,59.5,1
24,60,1
24,60.5,1
24,61,1
24,61.5,1
24,62,1
24,62.5,1
24,63,1
24,63.5,1
24,64,0
24,64.5,0
24,65,1
24,65.5,0
24,66,0
24,66.5,1
24,67,1
24,67.5,1
24,68,0
24,68.5,0
24,69,0
24,69.5,0
24,70,0
24,70.5,0
24,71,0
24,71.5,0
24,72,0
24,72.5,0
24,73,0
24,73.5,0
24,74,0
24,74.5,0
24,75,0
24.5,50,1
24.5,50.5,1
24.5,51,1
24.5,51.5,1
24.5,52,1
24.5,52.5,1
24.5,53,1
24.5,53.5,1
24.5,54,1
24.5,54.5,1
24.5,55,1
24.5,55.5,1
24.5,56,1
24.5,56.5,1
24.5,57,1
24.5,57.5,1
24.5,58,1
24.5,58.5,1
24.5,59,1
24.5,59.5,1
24.5,60,1
24.5,60.5,1
24.5,61,1
24.5,61.5,1
24.5,62,1
24.5,62.5,1
24.5,63,1
24.5,63.5,1
24.5,64,1
24.5,64.5,1
24.5,65,1
24.5,65.5,1
24.5,66,1
24.5,66.5,1
24.5,67,1
24.5,67.5,1
24.5,68,1
24.5,68.5,1
24.5,69,1
24.5,69.5,1
24.5,70,0
24.5,70.5,0
24.5,71,0
24.5,71.5,0
24.5,72,0
24.5,72.5,0
24.5,73,0
24.5,73.5,0
24.5,74,0
24.5,74.5,0
24.5,75,0
25,50,1
25,50.5,1
25,51,1
25,51.5,1
25,52,1
25,52.5,1
25,53,1
25,53.5,1
25,54,1
25,54.5,1
25,55,1
25,55.5,1
25,56,1
25,56.5,1
25,57,1
25,57.5,1
25,58,1
25,58.5,1
25,59,1
25,59.5,1
25,60,1
25,60.5,1
25,61,1
25,61.5,1
25,62,1
25,62.5,1
25,63,1
25,63.5,1
25,64,1
25,64.5,1
25,65,1
25,65.5,1
25,66,1
25,66.5,1
25,67,1
25,67.5,1
25,68,1
25,68.5,1
25,69,1
25,69.5,1
25,70,1
25,70.5,1
25,71,1
25,71.5,1
25,72,1
25,72.5,0
25,73,0
25,73.5,0
25,74,0
25,74.5,0
25,75,0
25.5,50,1
25.5,50.5,1
25.5,51,1
25.5,51.5,1
25.5,52,1
25.5,52.5,1
25.5,53,1
25.5,53.5,1
25.5,54,1
25.5,54.5,1
25.5,55,1
25.5,55.5,1
25.5,56,1
25.5,56.5,1
25.5,57,1
25.5,57.5,1
25.5,58,1
25.5,58.5,1
25.5,59,1
25.5,59.5,1
25.5,60,1
25.5,60.5,1
25.5,61,1
25.5,61.5,1
25.5,62,1
25.5,62.5,1
25.5,63,1
25.5,63.5,1
25.5,64,1
25.5,64.5,1
25.5,65,1
25.5,65.5,1
25.5,66,1
25.5,66.5,1
25.5,67,1
25.5,67.5,1
25.5,68,1
25.5,68.5,1
25.5,69,1
25.5,69.5,0
25.5,70,0
25.5,70.5,0
25.5,71,0
25.5,71.5,0
25.5,72,0
25.5,72.5,0
25.5,73,0
25.5,73.5,0
25.5,74,0
25.5,74.5,0
25.5,75,0
26,50,1
26,50.5,1
26,51,1
26,51.5,1
26,52,1
26,52.5,1
26,53,1
26,53.5,1
26,54,1
26,54.5,1
26,55,1
26,55.5,1
26,56,1
26,56.5,1
26,57,1
26,57.5,1
26,58,1
26,58.5,1
26,59,1
26,59.5,1
26,60,1
26,60.5,1
26,61,1
26,61.5,1
26,62,1
26,62.5,1
26,63,1
26,63.5,1
26,64,1
26,64.5,1
26,65,1
26,65.5,1
26,66,1
26,66.5,1
26,67,1
26,67.5,1
26,68,1
26,68.5,0
26,69,0
26,69.5,0
26,70,0
26,70.5,0
26,71,0
26,71.5,0
26,72,0
26,72.5,0
26,73,0
26,73.5,0
26,74,0
26,74.5,0
26,75,0
26.5,50,0
26.5,50.5,0
26.5,51,0
26.5,51.5,0
26.5,52,0
26.5,52.5,0
26.5,53,0
26.5,53.5,0
26.5,54,0
26.5,54.5,0
26.5,55,1
26.5,55.5,1
26.5,56,1
26.5,56.5,1
26.5,57,1
26.5,57.5,1
26.5,58,1
26.5,58.5,1
26.5,59,1
26.5,59.5,1
26.5,60,1
26.5,60.5,1
26.5,61,1
26.5,61.5,1
26.5,62,1
26.5,62.5,0
26.5,63,0
26.5,63.5,0
26.5,64,0
26.5,64.5,0
26.5,65,0
26.5,65.5,0
26.5,66,0
26.5,66.5,0
26.5,67,0
26.5,67.5,0
26.5,68,0
26.5,68.5,0
26.5,69,0
26.5,69.5,0
26.5,70,0
26.5,70.5,0
26.5,71,0
26.5,71.5,0
26.5,72,0
26.5,72.5,0
26.5,73,0
26.5,73.5,0
26.5,74,0
26.5,74.5,0
26.5,75,0
27,50,0
27,50.5,0
27,51,0
27,51.5,0
27,52,0
27,52.5,0
27,53,0
27,53.5,0
27,54,0
27,54.5,0
27,55,0
27,55.5,0
27,56,0
27,56.5,0
27,57,0
27,57.5,0
27,58,0
27,58.5,0
27,59,0
27,59.5,0
27,60,0
27,60.5,0
27,61,0
27,61.5,0
27,62,0
27,62.5,0
27,63,0
27,63.5,0
27,64,0
27,64.5,0
27,65,0
27,65.5,0
27,66,0
27,66.5,0
27,67,0
27,67.5,0
27,68,0
27,68.5,0
27,69,0
27,69.5,0
27,70,0
27,70.5,0
27,71,0
27,71.5,0
27,72,0
27,72.5,0
27,73,0
27,73.5,0
27,74,0
27,74.5,0
27,75,0
27.5,50,0
27.5,50.5,0
27.5,51,0
27.5,51.5,0
27.5,52,0
27.5,52.5,0
27.5,53,0
27.5,53.5,0
27.5,54,0
27.5,54.5,0
27.5,55,0
27.5,55.5,0
27.5,56,0
27.5,56.5,0
27.5,57,0
27.5,57.5,0
27.5,58,0
27.5,58.5,0
27.5,59,0
27.5,59.5,0
27.5,60,0
27.5,60.5,0
27.5,61,0
27.5,61.5,0
27.5,62,0
27.5,62.5,0
27.5,63,0
27.5,63.5,0
27.5,64,0
27.5,64.5,0
27.5,65,0
27.5,65.5,0
27.5,66,0
27.5,66.5,0
27.5,67,0
27.5,67.5,0
27.5,68,0
27.5,68.5,0
27.5,69,0
27.5,69.5,0
27.5,70,0
27.5,70.5,0
27.5,71,0
27.5,71.5,0
27.5,72,0
27.5,72.5,0
27.5,73,0
27.5,73.5,0
27.5,74,0
27.5,74.5,0
27.5,75,0
28,50,0
28,50.5,0
28,51,0
28,51.5,0
28,52,0
28,52.5,0
28,53,0
28,53.5,0
28,54,0
28,54.5,0
28,55,0
28,55.5,0
28,56,0
28,56.5,0
28,57,0
28,57.5,0
28,58,0
28,58.5,0
28,59,0
28,59.5,0
28,60,0
28,60.5,0
28,61,0
28,61.5,0
28,62,0
28,62.5,0
28,63,0
28,63.5,0
28,64,0
28,64.5,0
28,65,0
28,65.5,0
28,66,0
28,66.5,0
28,67,0
28,67.5,0
28,68,0
28,68.5,0
28,69,0
28,69.5,0
28,70,0
28,70.5,0
28,71,0
28,71.5,0
28,72,0
28,72.5,0
28,73,0
28,73.5,0
28,74,0
28,74.5,0
28,75,0
28.5,50,0
28.5,50.5,0
28.5,51,0
28.5,51.5,0
28.5,52,0
28.5,52.5,0
28.5,53,0
28.5,53.5,0
28.5,54,0
28.5,54.5,0
28.5,55,0
28.5,55.5,0
28.5,56,0
28.5,56.5,0
28.5,57,0
28.5,57.5,0
28.5,58,0
28.5,58.5,0
28.5,59,0
28.5,59.5,0
28.5,60,0
28.5,60.5,0
28.5,61,0
28.5,61.5,0
28.5,62,0
28.5,62.5,0
28.5,63,0
28.5,63.5,0
28.5,64,0
28.5,64.5,0
28.5,65,0
28.5,65.5,0
28.5,66,0
28.5,66.5,0
28.5,67,0
28.5,67.5,0
28.5,68,0
28.5,68.5,0
28.5,69,0
28.5,69.5,0
28.5,70,0
28.5,70.5,0
28.5,71,0
28.5,71.5,0
28.5,72,0
28.5,72.5,0
28.5,73,0
28.5,73.5,0
28.5,74,0
28.5,74.5,0
28.5,75,0
29,50,0
29,50.5,0
29,51,0
29,51.5,0
29,52,0
29,52.5,0
29,53,0
29,53.5,0
29,54,0
29,54.5,0
29,55,0
29,55.5,0
29,56,0
29,56.5,0
29,57,0
29,57.5,0
29,58,0
29,58.5,0
29,59,0
29,59.5,0
29,60,0
29,60.5,0
29,61,0
29,61.5,0
29,62,0
29,62.5,0
29,63,0
29,63.5,0
29,64,0
29,64.5,0
29,65,0
29,65.5,0
29,66,0
29,66.5,0
29,67,0
29,67.5,0
29,68,0
29,68.5,0
29,69,0
29,69.5,0
29,70,0
29,70.5,0
29,71,0
29,71.5,0
29,72,0
29,72.5,0
29,73,0
29,73.5,0
29,74,0
29,74.5,0
29,75,0
29.5,50,0
29.5,50.5,0
29.5,51,0
29.5,51.5,0
29.5,52,0
29.5,52.5,0
29.5,53,0
29.5,53.5,0
29.5,54,0
29.5,54.5,0
29.5,55,0
29.5,55.5,0
29.5,56,0
29.5,56.5,0
29.5,57,0
29.5,57.5,0
29.5,58,0
29.5,58.5,0
29.5,59,0
29.5,59.5,0
29.5,60,0
29.5,60.5,0
29.5,61,0
29.5,61.5,0
29.5,62,0
29.5,62.5,0
29.5,63,0
29.5,63.5,0
29.5,64,0
29.5,64.5,0
29.5,65,0
29.5,65.5,0
29.5,66,0
29.5,66.5,0
29.5,67,0
29.5,67.5,0
29.5,68,0
29.5,68.5,0
29.5,69,0
29.5,69.5,0
29.5,70,0
29.5,70.5,0
29.5,71,0
29.5,71.5,0
29.5,72,0
29.5,72.5,0
29.5,73,0
29.5,73.5,0
29.5,74,0
29.5,74.5,0
29.5,75,0
30,50,0
30,50.5,0
30,51,0
30,51.5,0
30,52,0
30,52.5,0
30,53,0
30,53.5,0
30,54,0
30,54.5,0
30,55,0
30,55.5,0
30,56,0
30,56.5,0
30,57,0
30,57.5,0
30,58,0
30,58.5,0
30,59,0
30,59.5,0
30,60,0
30,60.5,0
30,61,0
30,61.5,0
30,62,0
30,62.5,0
30,63,0
30,63.5,0
30,64,0
30,64.5,0
30,65,0
30,65.5,0
30,66,0
30,66.5,0
30,67,0
30,67.5,0
30,68,0
30,68.5,0
30,69,0
30,69.5,0
30,70,0
30,70.5,0
30,71,0
30,71.5,0
30,72,0
30,72.5,0
30,73,0
30,73.5,0
30,74,0
30,74.5,0
30,75,0
